tweet,label
شوت محکم بازیکن تیم #تراکتورسازی در دقیقه 18 را #رحمتی با واکنشی به موقع راهی کرنر کرد_#استقلال,NOT
@USER بهتر من سکوت کنم :))),NOT
پایان بازی : #پرسپوليس ۱ - گسترش ۱,NOT
یکی از اقدامات دولت دوازدهم ارزش-گذاری کار خانگی #زنان است و تلاش می-کنیم از یافته-هایمان برای محاسبه ارزش کار خانگی استفاده کنیم.,NOT
@USER @USER @USER @USER @USER کعبه خانه ی توحید بود که حضرت ابراهیم اون رو به فرمان خدا ساخت، این مشرکین بودن که اون رو به بت خانه تبدیل کردن پس اونا غاصب بودن و ناحق، معنی نداره پیامبر کوتاه بیاد اصلا رسالتش همین بود.,NOT
@USER ان شاء الله که زنده باشیم و ببینیم,NOT
@USER @USER @USER @USER @USER @USER @USER @USER پرخاشگری کجا کردم که این جواب رو میدید؟  بدعت رو بزرگان و شناخته شدگان میذارن نه افراد ناشناسی که چهارتا رفیق هم نداشتن فیوشون کنه  بدون کوت کردن میتونستید نظرتونو درباره این بدعت بنویسید تا اگر کسی یک درصد احتمالا با سرچ رفع القلم اون توییت رو دید توییت شما رو هم ببینه,NOT
@USER اونکه سواد کافی نداره شمایی که حتی قبل از دست روی کیبورد بردن در جواب دادن به من نمیرین بخونین یا جستجو کنین که طرف مقابل چی خونده ! همین که در جواب کامنت ها نوشتین “یارو” نشانه شناخت و سواد و ادب کافی شماست,OFF
یعنی آدم بره تو دشت و صحرا، با دستای خودش کون یک الاغو باز کنه، محتویاتش از باز شدن دهن امثال این‌ها بهتره. جنایت می‌کنند و گه می‌خورن میگن: بیا التماس کن. ۱۵۰۰نفرو تو خیابون کشتید و هواپیما رو تو هوا ترکوندید، عذرخواهی کردید تا آدابو بجا بیارید پفیوز؟ #اعدام_نکنید @URL,OFF
@USER @USER عه سلام آقاى سيزده نميدونم چرا فكر ميكنم قبلا شما هم به خاطر ظريف به من كلى توهين كردين ! نميدونم حافظه ام درست ميگه يا نه ! چون به عدد سيزده علاقه دارم به نظرم اشتباه نميكنم ...,NOT
@USER الان امتحان کردم خیلی خوبه که!!_ سامسونگ هم داشت اینو ولی درست کار نمیکرد!,NOT
@USER @USER لیانا هم تا یکسالگی همینطور بود و مدام از عفونت تب میکرد. خداروشکر این درمان اول از همه مقاومت بدن بچه رو بالا میبره و بعد درمان میکنه بدون هیچگونه دارو مضر شماره رو گذاشتم برای هر کی که خواست.,NOT
خواجه-وند عضو حقوقی باشگاه پرسپولیس: من و خلیل-زاده در کمیته استیناف حاضر شدیم، پرونده چندبار بررسی شد و در نهایت با بازبینی مکرر آن صحنه مشخص شد حرف شجاع درست بوده و ما منتظر بخشش هر ۲جلسه محرومیت بودیم اما در نهایت بدون گزارش داور و ناظر و تنها با استناد به یک عکس او محروم شد! @URL,NOT
"""پیشنهاد جالب رحیم-پور ازغدی برای پاسخگو کردن """"حسنِ روحانی"""" خیلی خوبه__جا داره ده-ها بار ببینیم و دست به دست کنیم @URL",NOT
RT @USER: @USER ریدم توی دغدغه هات کسکش,OFF
@USER بیخود نیست به ان کوی راهت ندادند، با اسم مستعار و مطالعه کم، راه نمیدهند,NOT
با همت بلند به جایی رسیده اند @URL,NOT
سلام کردن و نکردن مهم نیست واقعا. از ما اصولا با کسکش شروع میشه. @URL,OFF
"""اوج مراتب سلوک لحظه ایست که با خلوص زمزمه میکنی:_""""السلام علیک یا ابا عبدالله الحسین""""""",NOT
جدی اینا که هی میگن تیم کبدی زنان با حجاب رفت و قهرمان آسیا شد فکر میکنن گزینه بی حجاب رفتن و قهرمان شدن هم بوده و تیم زنان با حجاب رو‌ انتخاب کرده؟,NOT
اینکه میگن خاک سرده فقط آرزو و خیالیست دست نیافتنی. آدم مُرده رو خاک میپوشونه اما خاطرات و یادش چه خوب و چه بد هرگز با هیچ خاکی فراموش و پوشونده نمیشه!,NOT
سگشون رو ول کردن تو کوچه. سگ سیاه کوچکی که دیگر صاحبانش دوستش نداشتند. جماعت فرومایه؛ جماعتی حقیقتا فرومایه @URL,OFF
یادمه یک بار برای دیدن آقای شکوری راد اومد به اتاق مشترک من و ایشون. الان خودش داره لخ لخ با دمپایی و اون لباسهای آبی آسمانی توی حیاط قدم میزنه و فکر میکنه به همه اونایی که یه روز اونجا به ملاقاتشون رفته بود. @URL,NOT
RT @USER: منتظر مرگ بودن بدتر از خود مرگ است #SaveNavidAfkari 42,NOT
RT @USER: خدایا کیرم دهنت پاشو کسکش پاشو منو‌ بخور @URL,OFF
دقیقه 59  فغانی با کارت زرد آرمین سهرابیان را جریمه کرد #استقلال,NOT
رییسی خوب کار کرده تا اینجا_چندتا پرونده دانه درشت رو برده جلو_حقوقدان-های خوبی رو هم برای شورای نگهبان معرفی کرده_پیشنهاد میدم باتوجه به اقداماتی که انجام داده و حرکت-هایی که محتمل است در آینده کُند، تیم حفاظتش خیلی جدی-تر از گذشته عمل کند!,NOT
RT @USER: @USER @USER خایمال پسر ایرانی هستی کسکش؟,OFF
@USER خانم ریاضی. اولا ما وسط جنگیم. اگر نیروی انتظامی با گل هم سراغ آن خانم میرفت منحرف میکردند و میگفتند ارپی‌جی زده. اما عجیب است که هیچکس کلمه ای از دستور حکومت در اذر مبنی بر غیرمجرمانه کردن بدحجابی به یاد نمی اورد. دقیقا این کمپین وقتی شروع شد که حاکمیت داشت دنبال راه حل میرفت,NOT
رسیدیم مرز خسروی ولی اون پشمکی که گذاشتن اونجا، راهنمایی کردنش در حدیه که انگار از بچه های حزب بعث هستیم! هر چی میگیم که محل پارک ماشین یا محل استراحت کجاست میگه نمیدونم به خدا!,OFF
به دنیا اومدیم یهو عرق فروشیا ودامن کوتاها و یه جامعه نسبتا متمدن تعطیل شد و ریش و پشم و چادر و عمامه یه مشت چماق به دست بساط پهن کردن. بچه مدرسه ای بودیم کل کتابو حفظ میکردیم 2 صفحه اش تو مخمون نمیرفت صاف همه سوالا از اون دو صفحه میومد.,OFF
@USER یادم رفته بود. در زندان پرسید کتابی با جاسازی در خانه ات یافته اند، باهاش چی رد کردی. گفتم یادم نمیاید. اصرار کرد گفتم برای ایرج پزشکزاد، خالق دایی جان ناپلئون مواد منفجره فرستادم. گفت نه.  بگو موادمخدره! و همین را در دادگاه مطرح کرد گفتم بعد چطور کتاب برگشت اینجا؟ __خنده حاضران.,NOT
@USER این شخص توان ایجاد آسایش برای همسر و بچه های -خودش رو نداشت که از دستش فرار کردن!! @URL,NOT
@USER @USER مال کجا هستن؟,NOT
از دریافت خبر وقــوع زلزله در شهرهــای ورزقان و اهـر عمیقا متاسفم @URL #iran #humanrights #pahlavi,NOT
کثافت نباشید.لجن نباشید . حلال خورده باشید . متعفن و کفتار صفت نباشید .  لاشه هم تو کثافتی @URL,OFF
@USER @USER عزیز من ریدم تو اون دینت که تو سال ۲۰۲۰ از کنیز و غلمان و این کسشرا حرف می‌زنی. سرتونو از تو کون اون دین نکبت دربیارید ببینید دنیا کجاس شما کسمغزا کجا,OFF
@USER @USER @USER خدایی نه به خاطر من یا هر کس دیگه٬ بخاطر خودتون قبل از اینکه شروع کنین به نوشتن یه بار متنی که میخوای راجع بهش نظر بدین رو‌ بخونین٬ فقط یک بار کافیه بخدا.  عرض کردم[{(مصاحبه)]} با چنین فردی در تمام رسانه‌های جهان اتفاق میوفته٬ که با یه سرچ ساده تو یوتیوب هزاران نمونه‌اش در دسترسه.,NOT
@USER چه شبکه ای داره عباس عسگری_@USER,NOT
@USER سرچ کنید عزیزم,NOT
روزی روزگاری فرزندت روبروی تو خواهد ایستاد و خواهد گفت..... مهندس زینب امینی @URL,NOT
@USER ما یه توله سگ داریم نژاد دالمیشه (همینا که اتش نشانی هم ازشون داره) بیا مفتی ماله شما دنبال یه جا خخوب میگردیم که ازش نگهداری کنه 6تا بودن فقط سه تاشون مونده بقیه اعضای خانوادشو شاید نگه داریم 🙂,NOT
@USER البته اطلاعاتت کمه یا آمریکا رو دنیا نمیدونی، میدونی دکتر سلیمانی چرا در بازداشت آمریکایی هاست؟!,NOT
موقعیت بسیار عالی در دقیقه 65 برای پاتوسی اما توپ از پای این بازیکن دور شد و ملکی مهار کرد #استقلال,NOT
@USER من منشا هر مشکلیو جست جو میکنم اخرش میرسم به عدم فرهنگسازی. خب این اب لجنی ک میگی اب از اول لجن نبوده ک ریدیم توش لجن شده,OFF
RT @USER: می خوام تو این رشته تویی در مورد تاثیرات خارج نشینی بر روی خودم بنویسم. البته به مرور این رشته توییت رو کامل خواهم کرد.,NOT
@USER @USER @USER @USER باز عن من را قرقره کردی اخه شما عرزشی ها چی از خودتون دارید 😂 یک کس ننت و ابجیت هست که هر شب صیقه این و آن میشه که خرجی تو جیبی تو ساندیسخور در بیاد 😂بدو بیا مثل ابجیت و ننت یک شیاف فران با فریاد یا علی بکن تو ماتحتت که رستگار شوی جوجو ۱۶ ساله 😂😂😂,OFF
@USER @USER @USER @USER @USER @USER اسکرین بلاکیت رو از آمیرزا بیژن بزار پای این منشن رضا خ که فعلا رفته تو کون خر اگر خودت خود خوارکسدش نباشی,OFF
@USER ممنونم برادر⚘,NOT
@USER وای یه کیری توسری خور خایه مال بهم گفت نرررر الان ناراحت میشممم :((( ولی خوبه که هی توییت ریپورت خور میزنی فدات شم اینم ریپورت شد تا توییتر بزنه تو سرت خایه مالی کی؟  خایه مالی کدوم نر زن ستیزیو نکردی کیری 😂 باشه بابا میدونیم بیکاری هزارتا اکانت زدی هزار و یکمیو از همین الان بزن,OFF
@USER @USER آفرین پس یه کاری نکنیم تیم ما هم مثل اسپانیای بحران زده که جلوی ما (که به قول شما تیم خاصی هم نبودیم) کم آورده بود جلوی عمان کم بیاره، همین.,NOT
نمی دونم این چقدر به نفع سپیدرود شد چون تیم تازه داشت با علی کریمی جون می گرفت. ولی باز دمش گرم احساس مسوولیت کرد. بچه خوبیه امیدوارم زیاد اذیتش نکنند. #استقلال @URL,NOT
شوت وریا غفوری در دقیقه 78 از بالای دروازه سپاهان راهی اوت شد #استقلال,NOT
"نسخه کامل گفتگوی همسرم یاسمین با برنامه ""سمت نو""      فعالیت‌های یاسمین پهلوی از جمله درباره سلامت و حقوق زنان را می‌توانید از طریق صفحه اینستاگرام او دنبال کنید.      @URL      @URL",NOT
وقتی که خشونت و حبس طولانی هم نمیتواند نخبگان جوان را از اندیشه به صلاح بوم و مردمش بازدارد، کینه ورزد و هیجان زده شود. به چنین نگاهی باید افتخار کرد @URL,NOT
#ترامپ، مرگ #بغدادی را به مردن همچون #سگ تشبیه کرداما از سوی دیگر تصویر یک سگ که در کشتن او نقش داشته است را همچون قهرمان توییت می کند! شرم آور است، اوج سوءاستفاده از یکی از بهترین موجودات عالم که بیشترین نزدیکی احساسی را به گونه انسان دارد. رفتار بغدادی ها خاص گونه انسانی است @URL,NOT
#خبر_خوب⁩ جدید؟__#کودک-آنلاین⁩ یک گام پیشرفت کرد. امشب برترین-های ۱۱۲۰ایده واثر انتخاب شدند تابا حمایت وزارت ارتباطات، تاپایان اردیبهشت ایده خودرا به واقعیت تبدیل کنند. بااین همه اثر سالم و-خلاقانه، شاهد حجم بالایی از تولیدمحتوا مناسب کودکانمان در #آینده-روشن⁩ نزدیک خواهیم بود!,NOT
@USER شاكر شرايطى بوديم كه در ان رشد كرديم و به همين دليل هم به ان نظام اعتماد داشتيم و باور داشتيم مقتدرست و مراقب همه جا هست كه نبود,NOT
@USER خاک پاتم,NOT
۱- لطفا اگه روایت‌هایی مثل‌ خیانت کردن، دوست پسر لاشی، لاس‌،.. دارید‌کمی دست نگه دارید. فرصت رو بدید به اون‌هایی که تعرض (و یا تجاوزی) بهشون شده. اینجور داستان‌ها فقط کمک می‌کنه به لوث شدن قضیه.,NOT
@USER پدر ایشان هیچ وقت طرفداریش از مجاهدین خلق را پنهان نکرده. چرا به نظر شما حاکمیت باید اجازه بدهد که سمپات مجاهدین خلق رفت و امد ازادانه به خارج داشته باشد؟ انوقت اگر در داخل عملیات تروریستی انجام شود شما و رسانه غربی یقه حکومت را نمیگیرید و به دلیل عدم تامین امنیت سرزنشش نمیکنید؟,NOT
@USER اگر هر فصل یک کنکور برگزار می‌شد، و اگر هر دسته رشته کنکور مخصوص به خود رو داشت و اگر هر کس امکان چند بار شرکت کردن در کنکور با فواصل زمانی حداکثر سه ماه رو داشت، اگر دانشگاهها نسبت به نتایج بهترین کنکور شخص و امتحان‌های موازی دیگه خودشون دانشجو می‌پذیرفتن شاید انقدر معضل نمی‌شد!,NOT
@USER @USER خدا از دهنت بشنوه,NOT
"\""اتفاق کم‌نظیری هست که دونماینده مجلس در حالی که هنوز چندماهی از دوره آنها باقس مانده، دستگیر شده اند  امیدوارم \""\""هیات نظارت بر رفتار نمایندگان مجلس\""\"" به مانند بازداشت چندساعته یکی از همین نمایندگان در تاریخ ۱۹تیرماه، مجددا از وی حمایت نکند!\""",NOT
@USER وای نه:))),NOT
خب در مورد این یه فقره اما باید بگم استثناً شما تهرانیا گهخوری تو کل ایران نباید بگایید. میاید اصفهان با یه حالت تبختر و نگاییدم طور.خب باید بدونید اصفانیا از شما کسکش تر اند تو این امر .اینکه واقعیت رو مثه شاش می پاشند تو صورتتون عیب از اصفانیا نیست تالا بدتر از خودتون ندیدید... @URL,OFF
یعنی یکی که عن باشه بو گوه بده زشت و افتضاح کر کثیف و چرک داغون باشه ولی فقط حشری باشه!؟ جل الخالق📿🤲🏻 @URL,OFF
ضمن تسلیت اربعین سید و سالار شهیدان، دوستان بزرگوار یک فاتحه برای برادر جوانم مهمونم میکنید؟! @URL,NOT
@USER این دیدگاه منطقی رو چرا قبلا زیر این پست اینستاگرامتون ننوشته بودین؟ صرف نمی-کرد؟ الان دیگه از پل گذشتین٬ دیگه هر کی خوشش می-آیه تجاوز کنه بکنه؟ @URL,NOT
يكى از سربازان شهيد در عمليات تروريستى اهواز. نفرين و ننك بر تروريست و هر كس او را توجيه ميكند. @URL,OFF
@USER امین جان توی زابل من برم کار کنم یه فرصت شغلی رو از یه فرد بیکار میگیرم نمیتونم خودمو راضی کنم_در نظر دارم اگر شد یه مغازه ای بزنم چند نفر بیکار رو بیارم- کنار خودم,NOT
اینو دیدم یاد زمزمه های بابام افتادم... ..... روی چو ماهت تیر نگاهت برده دل از من لیلی جان چشم سیاهت بالای پشتی عاشق رو کشتی با خون عاشق لیلی جان نامه نوشتی گفتم یکم حال و احوالمون برگرده گذشته نفس تازه کنه برگرده :) @URL,NOT
@USER بعد حتا هدفم غر زدن نبود!_دوران دانشجویی ۲۰ درصد حقوقم میرفت برای مالیات؛ الان که میرم سرکار ۴۰ درصد. دچار شوک شدم!,NOT
روا نیست دانشگاه‌های ما سال تحصیلی جدید خود را با دغدغه نابسامانی در وضعیت مدیریت وزارت علوم  آغاز کنند,NOT
@USER نظرت درباره-ی سلاح شیمیایی و میکروبی چیه اونوقت؟,NOT
@USER هیچکدوم از اون حرفهای ظریف رو نادیده نگرفتم و بارها در برنامه هام در موردشون حرف زدم. اون واژه هم نگفتم بی ربطه. حرف من اینه که نگذاریم جمهوری اسلامی مارو شکل خودش بکنه.,NOT
کرونا اصن شیوه زندگی آدمو عوض می کنه، قبل کرونا بیکن با سه تا تخم مرغ می خوردم الان فقط بیکن با دو تا تخم مرغ می تونم بخورم. هی ی ی ی. زندگی همه چیزش بهم ریخته، می دونی؟ #کرونا @URL,NOT
@USER @USER @USER تو کیر هیشکی نیستی در اصل. یه ادم بی رگ و ریشه بیسواد. فقط بلدی مثل زگ واق کنی  یه کلمه دیکتاتور بلدی شدی مثل سگ تکرار میکنی فقط.,OFF
@USER @USER چون کارمه :)) ایران هم بودم همین بودم درسش رو خوندم کار کردم و اومدم اینجا دارم ادامه میدم ! بنده مجری نیستم!,NOT
توضیح بیشتر من در روز ۱۲ بهمن ۵۷ رای منفی دادم. اما تا اخرین لحظه مردد بودم. تردیدم از این بود که نگران بودم رای نه من، به معنای رای به سلطنت پهلوی باشد.  وقتی قانع شدم ادامه سلطنت مطرح نیست و ان نظام سرنگون شده، با خیال راحت تر، نه گفتم به چیزی که نمیدانستم چیست.,NOT
@USER لایی که هفته پیش خوردی چی میگه؟,NOT
@USER وظیفه رهبری هدایت کردن و رهبری است اگر قرار هست هر رئیس جمهوری بیاد و گند بزنه به مملکت و رهبری نگاه کنه، چه دلیلی برای وجودشون هست؟! ایشون باید نکات رو بگن وقتی عمل نشد باید از دستگاه بخوان تا تا استئضاح و .۰ صورت بگیره. تو قضیه بنزین که قشنگ جز وظایف رهبری بود و دخالت کردن ولی,NOT
@USER @USER من هم ریدم توی روح پدرت با این حرف زدنت ؛ کس کش کاریکاتور !,OFF
@USER @USER بله,NOT
@USER @USER تحریما ;),NOT
@USER اگر وطن پرستی به اینه که پرچم کثافت جمهوری اسلامی رو که باعث و بانی تمام این بدبختی هاست رو  به عنوان سمبل  قبول کنم من وطن پرست نیستم !!!!,OFF
۶۵’ دومین تعویض برای #پرسپولیس:_ انصاری به جای نادری وارد زمین شد.,NOT
@USER دیگه چهل به بالا که توانایی فرزند آوری نداره برای چی زن دوم بشه؟,NOT
RT @USER: خامنه اي ول كن برو واگرنه جرت ميديم مادرجنده كسكش,OFF
@USER کاپشن رییس جمهور قبلی!,NOT
روزبه چشمی دقیقه 67 با کارت زرد فغانی جریمه شد #استقلال,NOT
من حاضرم کی-روش رو همین امروز اخراج کنن بره ولی خیابانی که سطح سوادش در حد وای یور تیم ورلد کاپ نو هست راجع به جفنگیات کی-روش نظر کارشناسی نده، یعنی یکی که ترم دو کلاس زبانه هم می-فهمه توهینی نشده که این اومده میگه مردم ما شرافت دارن! کارش شده بازی با احساسات مردم عین نوحه خونا!,OFF
سواستفاده ابزاری از حیوون فقط اونجایی که سگ میخری تا کُس مخ کنی!,OFF
«وقتی در صحنه‌ی حق و باطل نیستی، وقتی که  شهید حق و باطل جامعه‌ات نیستی، هر کجا که می‌خواهی باش، چه به نماز ایستاده باشی،چه به شراب نشسته باشی، هر دو یکی است. ... در هر عصری و قرنی #حسین حضور دارد، هر کس که در صحنه او نیست، هرکجا که هست یکی است. مومن و کافر، جانی و زاهد یکی است.» @URL,NOT
در نظر بگیرین که یه نفر از آفریقای جنوبی تو قلب آمریکا یه برنامه روزانه انتقادی درباره سیاست-های آمریکا داره! کسی هم نگفته مسائل آمریکا به تو ربطی نداره، یا برو راجع به کشور خودت حرف بزن، نه زندانی شده نه حتی تهدید! این همون چیزیه که ما نداریم و دنبالشیم، آزادی بیان! @URL,NOT
با توجه به انصراف مجموعه ورزشی شهید شیرودی، بلیت فروشی دیدار دو تیم #استقلال و #العین تنها در دو مجموعه ورزشی انقلاب و کمپ حجازی برگزار خواهد شد. @URL,NOT
مجیدی: چه مربی باشم چه تدارکات مهم نیست و فقط هدفم موفقیت استقلال است  من فرزند #استقلال هستم و هر چه دارم از این باشگاه است @URL,NOT
”آبی به رنگ آسمان”_به احترام ناصر حجازی، منصور پورحیدری و همه بزرگان در گذشته و حال. _و به احترام زنان و مردانی که طرفدار و دوستدار فوتبال هستند._خوشحالم در این روایت تاریخی سهمی داشتم. @URL,NOT
به گزارش سایت رسمی باشگاه پرسپولیس:__عرب مدیرعامل و اعضای هيات مدیره باشگاه بدلیل اهمیت بازی فردا مقابل ماشین سازی و در جهت تقویت روحی اعضای تیم قصد دارند امشب با حضور در هتل محل اردوی سرخپوشان ضمن دیدار با بازیکنان،  افطار و شام را در کنار بازیکنان و کادر فنی صرف کنند,NOT
شما که دهن این بچه «سردار آزمون» رو سر بازیهای جام جهانی سرویس کردین؛ الان وقتشه برین ازش برای بازی امروز تشکر کنید و بهش روحیه بدید برای بازی بعدی. بعله با شما هستم!,OFF
نیمه اول با نتیجه 0 - 2 به سود #استقلال به پایان رسید  علی کریمی ⚽️ مهدی قائدی ⚽️ @URL,NOT
@USER @USER هدف شوخی با خلیل بود و اینکه با منشن توییتش بیاد تو تایملاینم و دیده بشه! فوری گارد نگیر,NOT
