tweet,label
@USER مرتیکه هرزه من خودم عاشق اهنگاشونم ولی صدای دختره رو نمیشه مثلا با ملودی گاردوت و اونها مقایسه کرد,TIN
فک کن با کلی بدبختی و هزینه کردن و سختی بری مهاجرت کنی یه کشور دیگه، بعد اونجا هم همچنان سرت تو کون دیگران باشه @URL,TIN
دو نکته کاربردی:_۱.نرم افزارها ویا پیامهایی که در فضای مجازی،با عنوان شارژ ویا اینترنت رایگان، تبلیغ می-کنند،دروغ و فریب است_۲.تماس-هایی که با عنوان برنده شدن در قرعه-کشی ازشما درخواست اطلاعات بانکی می-کنند نیز کلاهبرداری است._مراقب باشیم. برای دیگران هم بازنشر دهیم_#آگاه_سازی,UNT
@USER @USER @USER قاتلان ایرانی ها تازی های توله سگی که همراه عمر و علی به ایران حمله کردند بودند که شما ابله ها در حال پرستیدن آن ها هستید.,TIN
@USER @USER پس نیفتی خوشمزه!,TIN
@USER آزار جنسی دو مرحله س: اول: میری خونه طرف حسابی کس بهش میدی  دوم: اگر طرف دبنگوز ومعتاد واوباش از آب درومد و در رفت میشه تجاوز میای توییتر جلب ترحم و لایک میکنی اگر نه متوسط بود یا همون تخمی بود اما در نرفت میشه پارتنرت و میگی میک لاو کردیم,UNT
RT @USER: @USER كسكش بيا مشهد ببينيمت قدمت رو جف تخمام,TIN
تو یه سریالشون پسره واسه اینکه با دختره رو به رو نشه خودشو از پنجره پرت میکنه پایین!! تو این سریال دختره با یه شکلات، خودش داوطلبانه میکشه پایین، جامعه رو هم که امثال #كيوان_امام ها و #آیدین_آغداشلو ها قبضه کردن همه چی و همه جا رو به کثافت کشیدین #آقازاده @URL,TIN
ما مسخره پدر شماییم اینهمه کون بدیم به js تهش ببینیم با ری اکت انجام میشد بدون کون دادن اضافه؟ واقعا سواد برنامه نویسیم ۰/۱۰,TIN
@USER کیر توی ایران و ایرانی. کیر توی شروع تاریخ مهاجرت مادها تا امروز.,TIN
@USER @USER @USER والا گوسفند حیفه.,TIN
@USER @USER @USER @USER شما هر وقت درک و فهم تفاوت بین سلیقه و علاقه با عقیده و باور رو فهمیدی اونوقت میتونی در این موارد نظر بدی، موفق باشی.,TIN
@USER اینجور از ترس کون گهیت دست و پا نزنی تو :)) اسکل,TIN
به اصلاحطلبا بگی گه نخور ناراحت میشن، بالاخره گه خوری جز منابع درامدشونه,TIN
@USER @USER این از اوناس که میره تو شهوانی خاطره های بی‌غیرتیش رو داستان میکنه مینویسه برا ملت. کون دادن دوس دخترم به داداچی های باشگاه (۱۰۰۰۰ بازدید),TIN
دلم درد میکنه سگ توش دارم بگا میرم :(,TIN
حالا فاطمه میاد گه میخوره اینجا استیکر نده فاطمه جان باسنم در دهانت بذار بعد مدت ها اومدم یه کونی بدم:),TIN
@USER عزیزم. اوکی که البته نیست. اما من مشنگ های نامدار را نام بردم,TIN
سکویی جواب نمیده ولی من میگم کیرم تو خودت و اون مردک خائن. کسکشای حرومزاده جوری میگن مستقل از اون مردک انگار چه گوهی خورده یا خوردن تا حالا. دو حالت داره یا اطلاعاتی حرومزاده هستید یا حاضرید تا صدسال دیگه طول بکشه ولی این توهم شما از اون طرف خدشه‌ای بهش وارد نشه شیافش کنید طرف رو @URL,TIN
اگر آتش زدن مراکز دولتی که فقط خسارت مالی به بار می آورد حکمش اعدام است پس آن دسته از مسئولان کثیف دولتی و حکومتی و قضات مفسدی که زندگی من و هزاران نفر را به آتش کشیده و نابود کرده و عامل صدها جنایت چون فقر و مرگ و بیماری روانی و جسمی عده زیادی شده اند حکمشان چیست؟ #اعدام_نکنید,TIN
@USER @USER چی زر میزنی آخه ملعون الاغ؟؟؟؟ اینکه مردم به دنبال آزادی اجتماعی هستند از نقشه های سازمان سیا هست؟؟؟ خب ابله اگر این نفرت انگیزها آزادی مردم رو برگردونن که اصلا همچین اتفاقاتی نمیوفته، خاک برسر بی شرفتون.,TIN
@USER تو واقعا اسم خودت رو گذاشتی انسان؟! اینترنت یه کشور رو قطع کردین اینقدر ترسو و بدبختین ! واقعا چجوری روت میشه بازم بیای حرف بزنی؟ وقاحت و پرویی شما در تاریخ ثبت میشه و نفرین میلیون ها نفر همیشه پشت شما خواهد بود ! #وزیر_الکی,TIN
هیچی اندازه آدم غرغرو کلمو کیری نمیکنه خفه شو دیگه سگ,TIN
به نظر میرسد مناطق محروم جز این چاره نیافته اند که برای باخبر کردن مدیران از  وضعیت خود، مصیبت زده شوند. ایا با سیل، زلزله،  بی ابی و انواع دیگر  مصیبت ها، کسی از رجزخوانان بیدار خواهد شد,TIN
تخم پدرت باش و وقتی جاج میکنی اسم مخاطبتو تو لاین بیار و مثل بی‌خایه‌ها پشت سرش هر کس و شعری که دلت میخواد نباف جنده,TIN
همین افراد رو معرفی می کنید میگیم درد شما درد اسلام نیست درد شما منافع شخصی و حزبیتان هست. ننگ بر شما باد. @URL,TIN
RT @USER: برای توجیه حماقت برگزاری مراسم عزاداری برای یکی که ۱۴ قرن پیش کشته شده حماقت دیگری از حکومت را مثال می‌آورد. اگر تفریح رفتن…,TIN
@USER @USER @USER @USER گوسفند یه ایرانی داعشی نشدن بده بینم. مگه از سنی های وهابی ایرانی داعشی باشن. بحثم سر امینه الاغ امریکا میخواد ایران از جدایی طلبان ایغور تروریست حمایت کنه.,TIN
عرضم به حضورتون همین‌الآن یه مادرجنده‌ی حرومی تخم‌سگ بدون ماسک تو واگن مترو عطسه کرد و ماسک نداشت چجوری اینقد تخم حرومید؟,TIN
RT @USER: کسکش من سه سال پیش تراکت پنجاه کار میکردم_اینجوری که این یارو میگه حتی پول کرایمم نمیگیره :(,TIN
"@USER بابام جان پفیوز بودن هم حتی حد داشت. تو شکستی اش.""گی نس"" تو راه است برایت.۹",TIN
چقدر کلیک که سایتهای دوزاری حزب‌الهی به بهانه‌ی بازداشت این خانم زیبای روس که بزودی هم آزاد میشه نخریدن! :),TIN
فکر نمی‌کردم یه روزی وسط جمع درباره املای «گوه» یا «گه» بحث کنم؛ رجوی چیکار کردی با خویشتن‌داری ما؟,UNT
کسکش ۲۴ دقیقه از ۴۵ دقیقه وقت تلف کردی؟!  #تیراختور #عربستان کیر تو #فوتبال_کثیف!  #بنیادیفر بیناموس ۹ دقیقه فقط؟  تو همون ۹ دقیقه هم ۴ دقیقه تلف شد!  کس ننت #بابامسعود,TIN
@USER @USER گوه میخورین رسیدگی نکنین. جاکشا . زورمون به دولت نمیرسه . به شما حرومزاده ها که میرسه .,TIN
اگه بگم کص ننت و گاییدمت میگن که سردار حجازی استقلالیه بنابراین میگم ریدم تو اول و آخر فوتبال آخوندی رژیم و همه ی تیمای کیری فوتبال آخوندی رو گاییدم یک مشت مادرجنده های منفعت طلب شماها ورزشکار نیستید بلکه زیر خواب آخوندید #شروع_قیام  #SaveNavidAfakri @URL,TIN
RT @USER: دیروز کوروش کوروش میکرد و جملات قصار جعلی بهش میبست فردا قراره توی جشن ۱۰۰ درصد آریایی هالووین شرکت کنه! ترک نخوری هموطن,TIN
سکانس آخر فصل سوم سریال ozark از پشم ریزان ترین هاست، به همین وقت عزیز، تنه به تنه‌ی braking bad میزنه تخم سگ.,TIN
یه بنده خدایی برای چس کردن خودش، اسکرین صفحه سرچ گوگل فرستاده بود با این مضمون که «نحوه خودکشی با قرص برنج» گفتم حاجی نحوه نداره دیگه قرصه، بخورش تمومه کار والااا! چس کن برقی :///,TIN
جدی تو عمرم رو دو نفر بیشتر کراش نزدم، ارتباط با هردوتاشون رو هم با دست خودم به گه کشیدم.=)))) هر دوبار دقیقا اشتباهات یکسانی رو ریدم.,UNT
نگران نباید بود. روزگار چنان نرمتان خواهد کرد که یا در  غارهای تورابورا منزل کنی یا دربان کاباره باکارا. ما دیده ایم سرنوشت شما را. @URL,TIN
میدونستین کاربر عجیب-زاده درواقع همین کوچک-زاده-ی خودمونه؟ :),TIN
@USER @USER بی شرفا هروقت از خالی کردن سهما و خارج کردن پول دست برداشتن اونموقع بورس رشد میکنه,TIN
@USER این مادرقحبه‌ها همین کارها رو می‌کنن که قیافه‌هاشون شبیه کون خر شده، حرمت سید اولاد پیغمبر رو نگه نمی‌دارن مادر به خطاها.,TIN
@USER وای کیر خر کیرم تو اکست گایدی,TIN
به لطف دولت کیری کانادا یکی عین من باید گایده بشه تا بره اونجا ولی بجاش رانتیهای خارکصده ها به پشتوانه دلارهای نفتی راحت میتونن برن @URL,TIN
@USER @USER این رئیسی زن جنده انگار مردادماه میشه تشنه خون و اعدام کردن میشه  حرومزاده معلوم نیست توی مردادماه چه بلایی سرشون آوردن,TIN
@USER کار؟! میگن شکم روحانی بهش گفته یه عمر تو کار کردی من خوردم حالا واسه جبران من کار میکنم تو بخور!,TIN
@USER @USER من هیچ وقت فرار نمیکنم که اگه اهل فرار بودم اصلاً منشن بهت نمیدادم فقط برخی حرفات از بس بی پایه و اساسه مجبور نیستم جواب بدم,TIN
@USER سلام من کارگردان فیلم های پورن هستم واقعا از طرز بیان و قدرت قلمتون تحت تأثیر قرار گرفتم تو رو به ابلفضل بیا نویسنده فیلم های من شو تو یه استعدادی حیفی که از دست بری 🙂🙂(دیگه کیر و کردین تو کسشعر گفتن بیرون هم نمیکشید),TIN
@USER @USER @USER @USER چخه چخه چت شده موهای اون پیریگ عجوزه نننتو اتیش زدم انگار وحشی. شما فقط،در حد فوتوشاپ بلدین مبارزه کنین. برو بچه کونی زیر لحاف تو خارج کشور توییتو بزن با مبایلت. مبارزه مسلحانه😅 کیرم تو کوس خواهرت تو مال این گوه خوریا هستی اخه,TIN
@USER ریدی مادر سگ! اون تقلب عکس گوگل کافی نیست؟ اون المستعان....زاررررررت  صدای موشک اومد,TIN
گه خوری خوب نیس ولی گه خوریِ گه خوری دیگرون رو کردن کصشره,TIN
هیچی دیگه این جنده ها رفتن با هم دماغ عمل کردم دیگه الان خداروبنده نیستن میخوان کون توییترو پاره کنن.,TIN
@USER پدر تون و اعضای خانوادتون کاملا از فحش هاتون برخوردار شدن  (شک نکن که در جوابت فحش نمیدم  مرام من این نیست! اما از جواب مناسب حالت دریغ نمیکنم)  راستی تو کجا بزرگ شدی و به تو چی گذشته که این همه فحش بلدی؟   سر آخر لطفا با این سطح وقاحت بی خیال رهی بشو!,TIN
تا وقتی استرس و فشار زندگی‌تون ۹۰ به ۱۰ رو یکی دیگه‌س، گه می‌خورید با خودخواهی از برابری و عدالت و این جور چیزا شعارِ کسشر می‌بافید.,TIN
@USER @USER من راجع به افرادی حرف میزنم که چرت و پرتی از خودشونه!,TIN
چرا هیچ فیلم پورن باکیفیت ایرانی‌ای وجود نداشت؟ همه کپچر کیفیت کیری بودن,TIN
به صورت کاملا مودبانه و شیک و فانتزی به استاد :/ ریدم و در حال ... is typing بود که بلاکش کردم  این دومین استاد کثافیته که بلاک میکنم ،عجب عن دونی شده این دانشگاهها,TIN
یه عده به اصطلاح عدالتخواه مطالبات به اصطلاح عدالتخواهانه خود را خطاب به #رهبری بیان می کنند و یه عده بیشعور می افتند دنبال اینها و نفعش می رسه دولت فاسد!  جریان شناسی اجتماعی و سیاسی خیلی مهمه #صدرالساداتی #عدالت  #اختلاص #مطالبه_گری,TIN
زم چیه که حالا کله-پاچه-اش چی باشه!,TIN
RT @USER: @USER خب کسکش اگه فیلمش پخش نشده بود من چجوری دیدم؟:))) مال پارسال ایناعه,TIN
@USER @USER @USER من اصلا وقت گاییدن کوس کثیف زن و دخترت و خواهرت حواس ندارم مجید.  مجید نگفتی مادر جندت کی و کجا سقط شد.,TIN
عکس اینو میبینم یاد کیری تموم شدن گات میفتم و میریزم بهم گوه توش @URL,TIN
@USER جدایی طلب نه! تروریست‌هایی که ۳۰نفر انسان بیگناه رو در اهواز ترور کردن! البته اینجور مواقع استانداردهاتو از کون به سر فرو میشه از بس که وقیحید!,TIN
خس و خاشاک_گوساله و بزغاله_ربات_نه! هیچکدام نیستیم ما فقط ایرانمان را دوست داریم.,TIN
و هرکی با هر جریان فکری از خون مظلوم سواستفاده کنه فرقی با ظالم نداره!!,TIN
@USER @USER جالبه بدونید وقتی خسته میشیم روند اشتباهاتمون تشدید میشه!__چه توقعی از ژوله و امثالهم دارید؟__دوست دارید وطن پرست یا هویت محور باشن؟__بعد حمله سنگین__و....,TIN
RT @USER: @USER کسکش تو ترکم مثلا، دو هفته نکشیدم فعلا :)),TIN
@USER @USER @USER شمش طلا نه انبه. انبه و اناناس چه ربطی،به بنزین.و شمش،طلا داره. مگه یادت رفته اربابتون ترامپ و پمپ گوه و شبکه های فارسی زبان مزدور اجنبی چه ننه من غریبم بازی در اورده بودن سر شمشای طلا,TIN
RT @USER: بدترين مشكل دوس داشتن اينه كه كسكش بازياشم واسه خودت توجيه ميكني,TIN
RT @USER: فقط حوصله اون و داشتم ازم گرفت_خواب و از چشمام گرفت_کسکش مهریه هم میخواد.,TIN
این هفته رهبران ۲۰ اقتصاد بزرگ در آرژانتین گرد هم آمدند تا درباره مسائل مهم جهانی رایزنی کنند. چهل سال فساد و ناکارآمدی #فرقه_تبهکار، ایران را از جایگاه شایسته خود در جامعه بین‌المللی محروم کرده است. #ایران_آزاد_فردا اما شریک قابل اعتماد جهان در مسیر صلح و پیشرفت خواهد بود. @URL,TIN
الیاس حضرتی مدیرمسئول روزنامه اعتماد چنان از رئیس جمهور دفاع کرد که کم مونده روحانی بگه بابا اینقدر که شما می گی من مظلوم و علیه السلام نیستم. این وضعیت رسانه های ماست که یه عده ای رفتند اونجا پاچه خواری کنند و یه عده ای هم رفتن اهداف جناحی خود رو جلو ببرند.  مشکلات مردم هم پشم!,TIN
خیلی دلم می‌خواد لخت مادرزاد برم بیرون و به تخم هیچ کس هم نباشم.,UNT
@USER واسه پارت اول ابجو زياد بنوش كه شاش كم نياري واسه قسمت دوم تخم مرغ كه انت بد بو هم بشه 😂,TIN
RT @USER: بحث کردن با @USER مثل بحث کردن با افلاطونه .,TIN
@USER دفاع کنی  سسسسسسگ ننتو از کچن‌کرد نباص شاخ شی  بی ناموس مادر‌کص‌جق شده  کص ننت سالهای سالها بالا  خار خیز تخم خر  ننه کص مهتابی  ننه کص تیز  ننه کیر خورده شده  مادر هیز کص افی  بالا باش بخندم ب کص خارت  افصوص میخورم واصت ک خایه نداری از ننت دفاع کنی  پصرم تو هیچ موقع ب من نمیرصی,TIN
من نمیفهمم به کسی که برا جلب توجه هر کونی میده حتی خود کون رو،میپردازید که به خواستش برسه,TIN
@USER @USER سرت سلامت باشه. آدم دسته دو توپ بزنه فاسد نباشه!‌  پول کثیف تو این فوتبال این روزها  کم نیست ما از اوناش نیستم. نوشهر خیلی داره حال میده.,UNT
@USER وقتی پنج تا دسته خر ضربدری برن رو سوراخ ما پنج تا دسته خر داریم با یه سوراخ پاره,UNT
@USER اگر وطن پرستی به اینه که پرچم کثافت جمهوری اسلامی رو که باعث و بانی تمام این بدبختی هاست رو  به عنوان سمبل  قبول کنم من وطن پرست نیستم !!!!,TIN
@USER @USER حالا چرا انقد بهت فشار اومده تخم سگ؟؟؟:))) از کجا میدونی مثل توی الونگ شیعه زاده احمقم؟؟؟ سوادم رو از کجا فهمیدی؟؟ اینکه خودتو دریدی نشون میده تو خونه کیرتون یا اطرافت زیاد مسلمون جاکش هست که خودتو داری جر میدی، مسلمون با هر مذهب بالاخره اون روی وحشیش رو نشون میده انگار:)),TIN
@USER خفه شو بابا آشغال عوضی هرجایی فک کردی کسی نمیتونه مثل خودت دهن پاره و سلیطه باشه. گوه تو خوردی و صد جدو آبادت هرزه. میرین سکس میکنین ادم باشین پاش وایسین نه اینکه بعدش دوره بیافتین که وای تجاوز کرد. این داستانهای فضایی هم ببرین واسه ی احمقی مثل خودتون مردم یه ارزن عقل دارن،پتیاره,TIN
۴-و راه حل حکومت هم در قبال هجمه دشمنان سعودی تا اینجای کار بیشتر بستن و فیلتر کردن بوده. راه حلی غیرمحلی که مغایر ارزشهای آزادیخواهانه انقلاب ما هم هست. وظیفه جامعه مدنی و کاربران عادی ایرانی است که فضای شبکه های اجتماعی را از حضور مزدوران سعودی و بقیه دشمنان ایران پاکسازی کنند.,TIN
@USER باید میریدی رو سر دوستت پسری که رفیقشو به یه کس بفروشه کسکش عالمه (ببخشید دیگه یکم بی ادبی شد:)),TIN
سرم را نیخوام بکوبم تو دیوار! زنان را با جواهر بدل و اصل مقایسه میکنن هیچ! رفتار مغازه-دار  هم که فاقد شعوره و نگاه کالاگونه به زنان داره را الگو قرار دادن! @URL,TIN
@USER هنر میخواست از آرد و شکر یه همچین عنی بسازی! هیچ کس نمی تونه ادعا کنه میتونه!  جز شرکت دیوث کیوان!,TIN
@USER اونم که کرد تو کون سگ رید تو حلق خودش و شوهرش :))) حتی متنش هم رو پاک نکرد,TIN
این نشونه هایی که اینجا گفته شده شدیدن دقیقه حتمن رعایت کنید تا با این فمنیست بو گندو ها وارد هیچ رابطه ای نشین سرشار از پارادکس تهی از هرنوع تعقل و شعور و بشدت کثیف هستن یه کارگر لازمه اینها رو بشوره چرک های کثافت رو @URL,TIN
@USER @USER @USER لطفاً با افرادی که دچار بیماریهای جنسی هستن و هر نوع ارتباطی رو‌ جنسی میبینن کل‌کل نکنین، حیف وقت ارزشمند شماست؛),TIN
RT @USER: واقعا خوشحالم اسم کیوان امام‌وردی اومده بالا. پفیوز کثافت. در جزء به جزء رفتارش عوضی بود.,TIN
RT @USER: @USER جاکش به کسکش میگه روت سیاه,TIN
RT @USER: @USER @USER مرتیکه کسکش خیلی رفت رو اعصابم اصلا ...!_رفتم ی عالمه فحشم دادم خدا کنه بخونه،,TIN
ببینین خارجی-ها چقدر با هم دوستن، همدیگرو گاز نمیگیرن؛) @URL,TIN
@USER که بی تفاوت نباشیم که اگر در کنارمون چنین خانواده ای بود اعلام کنیم و اگر گفتن به شما ربط نداره بزنیم تو دهنش. ببخشید خیلی عصبانی ام,UNT
تفاوت علیز با علیژ (علینژاد) دیگه واقعا به دوتا نقطه رسیده. شهوت دوربین و نارسیسیزم بیمارگونه کم بود، ننه من غریبم بازی و خودقاشقچی‌پنداری هم بهش اضافه شد! بابا تو که دیگه حتا انگلیس هم نیستی، چه برسه به اون آدرس...,TIN
@USER چقدر کسشر واقعا کیرم توشون. از عن کره میگیرن چاقالا,TIN
@USER این جنابعالی هستید که در نگاهتان جز سیاه و سفید نیست. من نمی توانم بانظرات مک کین موافق باشم به هزار دلیل مکتوب، به جز همین مخالفتش با ترامپ، کمتر نقطه ای در زندگی داشته که مرا خوش آید. اما آدم مهمی در آمریکا بود. برای شما گزارش بدون داوری پیش بینی قابل تصور نیست.,TIN
@USER ریدم تو قبر پدر جاکشش که از گدایی و دعانویسی دم حرم به عفو کردن و بازی ۴۰ ساله با زندگی میلیون‌ها آدم رسیده.,TIN
همیشه برام سؤال بوده که مگه ما نمیتونیم با مربی داخلی و ایرانی به تیم هایی همچون بحرین و عراق ببازیم؟!,TIN
@USER یجوری میگه چپ نگاه نکنید انگار سرور ماست کسکش این همه بدبختی داریم ارامش نداریم هزارجور مشکلات رو سرمونه حالا ۵دقیقه تو مترو ارامش میخایم داشته باشیم این جنده و توله‌ش نمیزاره، کسکش بلد نیستی بچه رو اروم کنی نزا کیرم تو کست,TIN
@USER من اصلا خوشحال نیستم. چون از مدتها قبل سرنوشتش را حدس زده بودم. ____اما اگر بودم هم تعجبی نداشت برای این که چند نفر منگول با شوخی و خنده نشستند،  دروغهای ساخته مجاهدین را پراکندند، و ندانستند در تله اند، و در  خدمتد. __شما هوادارانش، باید تحمل کنید و تلخ بشنوید تا دیگران بدام نیفتند,TIN
من وقتی یه فیلم کسشر میبینم همزمان در موردش خیلی کسشر میگم و خودم و بیننده ها رو اذیت میکنم متاسفانه.,TIN
مجادله یزدی و لاریجانی چند نکته دارد._۱/ گارد اول انقلاب چه خام بود که تصور می کرد، میتواند عدالتخانه جامعه را به روحانیون سپرد، چون از خدا میترسند. در حالی که بزودی پاکدامنان روی برگرداندند از کار و هر که ماند شیخ صنعانی بود که پرستوی قدرت فریبش داد. شدند مانند فاسدان بی خدا.,TIN
@USER فرزندم، دلیلش جنایات حسن‌نصرالله در لبنان و کشتار مردم معترض سوری است. کسی دیگر به این پفیوز تروریست اعتمادی ندارد,TIN
چند سال پیش تو‌ توییتر اگه گوه خوری و جاج کسشعر میکردی بقیه میزدن تو دهنت. الان هر کی از راه میرسه سرشو میکنه تو کون بقیه ، بعدم که بهشون میگی گوه نخور و قضاوت نکن میگن چرا فحش میدی. والا فحش کمتونه باید زد تو‌ دهنتون.,TIN
@USER @USER بیناموس حرومزاده عن زیادی نخور کس ننه میام سرتو میبرم یه بار دیگه اسم حاج قاسم رو بیاری حرومزاده ی وطن فروش,TIN
ببینید دوستان، اگه فکر میکنید توسط گه هایی که شارح میخوره میتونید منم شبیه خبرنگارا ترول کنید خب شماهم گه میخورید. من مثل اونا مجبور نیستم با ادب باشم و مراعات شما گه خورا رو کنم. سرتاپاتونو 💩 میگیرم. @URL,TIN
به دنیا اومدیم یهو عرق فروشیا ودامن کوتاها و یه جامعه نسبتا متمدن تعطیل شد و ریش و پشم و چادر و عمامه یه مشت چماق به دست بساط پهن کردن. بچه مدرسه ای بودیم کل کتابو حفظ میکردیم 2 صفحه اش تو مخمون نمیرفت صاف همه سوالا از اون دو صفحه میومد.,TIN
آخه حرومزاده واس چی بوسکتس تاپاله باید تو زمین باشه جلو تیم به این سرعتی باشه ولی پوج ی دیقه هم بازی نکنه  واس چی اون پیکه‌ی حرومزاده هنوز اصن تو این تیمه  واس چی ۳۰۰ میلیون واس جای خالی نیمار خرج کردی وقتی سوراخ تیم دفاع کیریشه,TIN
RT @USER: @USER بمیرررر دیگه کسکش!,TIN
این شهری ه که واقعن بخوای توش زندگی کنی؟ تصور کن یه عمر از دست این کثافتها فرار کردی و حالا بیشرف ترین و رذل ترینهاشون جمع شدند تو این شهر....جیبهاشون پر از پول و بی دغدغه و در پناه قانون...تو هم مجبوری شب تا صبح خر حمالی کنی و آخرش هم هیچ.... @URL,TIN
@USER حیف سگ که بگم مثل سگ دروغ میگه,TIN
@USER دولتمردان مردان بقیه دنیا هم به همه وعده هایشان عمل نمیکنند، اما راست در چشم مردم و به دنیا دروغ نمیگویند، مثلا وقتی به قهرمان میگویند بباز!,TIN
@USER ترانه علیدوستی بیرون از دایره فاسد رژیم به موفقیت رسیده؟!!! ریدم کله پدر ادمین این اکانت و سردر وزارت خارجه آمریکا,TIN
@USER خاک بر سر لجن پفیوزتون کنن با این خبر کار کردنتون بیسوادهای عوضی,TIN
@USER @USER ترجمه من: وقتی طرف عمله دستگاه رسمی پرفکانی بوده، خبر پرفکانی کار میکنه، توییت پرفکانی میزنه و وقتی ازش میپرسی میگه: «اختیار دارین این وصله‌ها به ما نمیچسبه ما فقط “روزنامه‌نگار بی‌طرفیم”» خو مث سگ دروغ میگه مادِفاکِ. عمله پرفکانی هست.,TIN
مرتیکه غیرت داشتی همونجا سر میذاشتی میمردی.. خااااااک بر سرت کنن کثافت @URL,TIN
@USER همانطور كه جمهورى چس لامى قلدر مابانه ٤١ سال است كه ماشه را ميچكاند و جوانان اين مرزو بوم را قلدر مابانه به خاك خون ميكشد و به زندان و بند اسير  خوب امريكا هم قلدر مابانه با پول و قدرت خواسته يا ناخواسته مكانيزم ماشه را براى جمهورى اسهالى زورگو  فعال ميكند  # ظلم نكن اخوند دوزارى,TIN
به حسن اقامیری نباید بگید کیری، چون واقعا با این کار به کیر توهین کردید، هیچ کلمه ای برای حرومزادگی این نمیتونم پیدا کنم,TIN
@USER درسته کم کیری ای از نظر خودت اما از نظر من خیلی کیری ای الان که به خلسه گوش دادی 😔,TIN
RT @USER: حالا من کم حسرت تصمیمایی که ریده تو زندگیم رو میخورم تو کسکش هم برو داف شو.,TIN
@USER @USER بلند بگو مرگ بر آمریکا مرگ بر اسرائیل مرگ بر پامپئو ترسو ها بترسید از سید علی خامنه ای #Palestine  #القدس_درب_الشهداء  #QodsDay,TIN
@USER @USER همینکه میگی ایران بیشترین منابع گاز جهان رو داره مشخص میکنه عمق تحلیل رو! :))_شما باستان گراها چقدر عقبید_خیلی عقبید,TIN
@USER @USER شبیه سوسک بودن ایراد نیست شبیه سوسک فکر کردن ایراده؛),TIN
@USER ریدم به جمهوری اسلامی،اخوندی،سپاهی  #گوخوردی پدر سگ #SaveNavidAfkari,TIN
@USER @USER استاد خارج نشینانی که عشق و حال کردن و طرفداری جمهوری اسلامی را کردن و عمر رژیم را زیاد کردن گناهکار تر هستند. آنها. هرگز نخواهیم بخشید. از جمله قمکیلا. امید نادان. و گوسفند مرینوس علیز. و .....  😁,TIN
@USER کس ننه ی بیناموس کونت میخاره بیایم اونجا بخارونیم برات حرومزاده ی سگ ننه... ننتو میگاییما زیاد عن خوری کنی کیر تو کش ناموست,TIN
انسان سالم با گوساله بحث نمی‌کنه چون خنده‌داره کسی ببینه داری تلاش می‌کنی به یه گوساله چیزی بفهمونی. متاسفانه من یه مقداری مریض میشم گاهی.,TIN
افغانی واحد پول افغانستان است آقای انصاریان! اونایی که داری درباره شون صحبت میکنی افغان و یا افغانستانی هستند. ما غیر از ظلمی که در حق افغان های مهاجر کردیم هیچ کاردیگری براشون نکردیم. مدیون چی هستند؟ معذرت خواهی کوچکترین کاریه که الان از شما انتظار میره آقای انصاریان. آدم باش! @URL,TIN
@USER @USER شاهزاده به کس ننه ش خندید. من با بیل بیرونشون کنم؟ بی ناموس تو اون همه طلا و دلار از ایران بردی اندازه ی هفصد پشتت، اگه خایه داری به جا گه خوری تو توییتر یه کاری کن. نداری، درتو کیپ کن، بذار تو بدبختی خودمون باشیم,TIN
