tweet,label
من نمیفهمم به کسی که برا جلب توجه هر کونی میده حتی خود کون رو،میپردازید که به خواستش برسه,OTH
با اینهمه ناسزا که مینویسند، چرا به ماندن در تویتر اصرار دارید؟__+ چون اگر تویتر بود نه جرات داشتند هوای کشتن ۲۱ نویسنده و شاعر در سفر ارمنستان را در سر بپزند و نه پروانه و داریوش فروهر، مختاری و پوینده را بکشند. به خود قبولانده ام آنکه مستهجن مینویسد، آدمی نیست.ربوت شاید,OTH
وقتی فرق ندانستن و نفهمیدن را نمی‌فهمی، یعنی نفهمی به نظر می‌رسد که وقت آن شد که با نفهم‌ها صریح‌تر سخن گفت.نفهم یانمی‌فهمد یاقصد کرده که نفهمد، در هر صورت در جایگاه یک نفهم ایستاده و طبیعی است که نه منطق و استدلال در دیوار نفهمی‌اش خلل ایجاد می‌کند ونه آمار وعدد ورقم.1/1 @URL,IND
@USER @USER @USER @USER @USER @USER کیرم تو کس ننه تو و ترکا و کردا و افغانیا و بازم کیرم تو کس پدرت,GRP
تک تک کلماتی که دکتر هاشمی موقع خداحافظی با همکارانش گفت ثبت تاریخ میشود، یکبار هم خانم وحیددستجردی در همین مقام در  تلویزیون چنین گفت. در تاریخ معاصر ، این میزان عزت وسلامت نفس،  از مستوفی الممالک سراغ دارم که گفت انتخابات فصل آجیل خواریست و من هاضمه مناسب ندارم و از صدارت رفت.,GRP
دیوث فقط اونی که داستان شهوانی که برای #محمدرضا_گلزار ساخته رو برای #سمانه_سوادی ابله فرستاده و الان نشسته داره به ریشش میخنده! @USER #گلزار,IND
@USER @USER خاک بر سرالاغت، تخم کوچولوی خفاش خورها رو بکن تو دهنت تا بیان منابع ایران رو غارت کنن ببرن، حرومزاده های کثیف,OTH
RT @USER: @USER کسکش=)))))))))))))))))))))) والا گوز دیگه چیه کپیش لاشه,IND
RT @USER: @USER کسکش :))),IND
@USER @USER زبان انکلیسی زبان جهانی. یکی به جهان می گوید یکی دیگر به زبان مردمی که قصد فریب دادنشان را دارد,GRP
@USER @USER نخیر من فقط دلیل رو قبول میکنم  یادت نره منم هیئتی هستم هیئت هم میرم لخت شدن هم زیاد دیدم ولی جز افزایش صدای سینه زنی و لطمهٔ بیشتر و البته بوی گند عرقی که شاید چون عرق هیئته نباید در موردش گفت بوی گند! هیچ دلیل دیگه ای نداره! و البته لجاجت برخی هیئتی ها!,GRP
@USER @USER آخه یانکی های احمق، کدوم حکومتی توی عالم تا حالا خودشو به همه پرسی گذاشته که جمهوری اسلامی بذاره؟ تازه جمهوری اسلامی یه بار این کارو کرده ... اسراییل غاصب هم قضیه ش فرق میکنه ... در ضمن شما یانکیا خفه  شید و فعلا از نفتکش ها بسوزید,GRP
"""@USER @USER @USER اکثر زنان چادری هم آزار دیدن, بدنشون لمس شده و متلک شنیدن. ربطی به لباس زنان نداره. شما با این حرفها تجاوز و آزار را میخواین توجیه کنین و لی نمیتونین. گفتم مراقب حرف زدنت هم باش.""",IND
همنوایی و هم افزایی معنادار تیم B و تندروهای داخل و خارج در تحریم صدایی که مهار سیاست یکجانبه گرایی را از جانب هر کس و در هر نقطه از جهان، فریاد می زند! @URL,GRP
@USER تو و مادرت اینهمه کیر میخورید اورکیرمیکنید!؟؟ منکه حقیقت جنده هارو میگم تو گوه میخوری ک جنده ها جنده نیستن,IND
@USER @USER مرتیکه دیوونه است این فروزنده، شما به چینش کتابهای پشت سر و رنگ موی پر کلاغی اش هم توجه نکنی باز فقط داره خودنمایی میکنه مردک وحشی، مرتیکه برای بار چندم افسار پاره کرد و مثل مانوک خدابخشیان اینبار پاچه این بنده خدا رو گرفت، خجالت نمیکشه، نه ادبی نه شعوری,IND
"@USER آقای ابطحی خیلی دور نیست,شاید یکماه هم نشه که شخص خودت،چنان از کون جرج فلوید پورن استار می خوردی و امریکا رو بخاطر اون وقایع سرکوفت میزدی که ادم فکر می کنه،اصلا شهروند آمریکایی هستی،حالا ب ترامپ میگی اعدام سه جوان بی گناه مساله داخلیه؟اینجام می خوای موج سواری کنی وقیح؟",IND
بله به دادسرا رفتم!  موضوع شکایت، ممنوع بودن تبلیغ دارو بود. خبرگزاری رسمی زده مهناز افشار تعهد داده! تعهد چی؟ هنوز حکمی ندادن. میخواین آدمهارو تو عمل انجام شده قرار بدید؟  عجب!  به جای اخبار کذب در ارتباط با من، خبر واقعی کار کنین! معلم ها، کارگران، مرگ زندانیان و خبر واقعی مردم..,GRP
@USER @USER چقدر بی شرفی تو  نشستی تو خارج کاسه لیسی ترامپ رو میکنی و از تحریم هاش تمجید میکنی و مردم دارن زجر میکشن  معلوم نیست چه لقمه حرومی کوفت کردی انساب بیشرف و وطن فروش شدی,IND
شصت نوجوان افغان که با امید برای ورود به دانشگاه درس میخواندند در عملیات تروریستی داعش به خون کشیده شدندداعشی که با پول سعودی اداره میشودآقای رضا پهلوی، تلویزیون ایران اینترنشنال، آقای سعید قاسمی‌نژاد، براندازهای فیک توییتر! رد خون مظلومان افغان را لای پول دریافتی‌تان می‌بینید؟,GRP
@USER @USER چرا نباید فهمید ؟ چرا فکر میکنین فقط عده ای میفهمن چرا فکر میکنید آدمهایی مثل من مادر مریض ندارن برادر کاسب شکست خورده در بازار ندارن قوم و خویش مشکل دار ندارن و خودشون هم آدم هستن  و از مریخ نیامدن ؟!,OTH
رسانه مملکت جای اطلاع رسانی صحیح فقط دنبال پیدا کردن شارلاتان-هاییه که یه نسخه- آبدوخیاری وطنی از هر چیز خارجی رو- کپی کرده باشن تا به عنوان تو دهنی به غرب و دشمنان کشور و شبکه-های ضد ایرانی دعوتش کنن و بگن که تازه کل دنیا از ناسا و- تسلا و لامبورگینی هم دنبالشونن ولی اینا نرفتن!,GRP
@USER تو خفه شو توحید کیری . برو کیر بازرگان بیناموسو ساک بزن خارکسه صد پدر,IND
@USER سگ مرد. مرتیکه قاتل,IND
@USER @USER کون بابا بروکونتو بده اوبی,IND
@USER مرگ بی‌رحمانه‌ست.. ادما از مرگ بی‌رحم‌تر. اینجا سرزمین ادمهای کثیفیه که برای کشتن روح و روان تو از هیچ پستی‌یی کم‌نمی‌ذارن.. سهیل رفتی حواست هست چی به سر آیت میاد؟؟:(((((,GRP
@USER @USER @USER اتفاقا کاملا تهیه‌ی هول‌هولکی جهیزیه از دیجی‌کالا رو توضیح میده، وگرنه طرف باید خر تو مغزش ریده باشه که بیاد از دیجی‌کالا جهیزیه بخره. ولی از طرف دیگه ازدواج‌ تو این شرایط هم لازمه‌اش همین خر تو مغز و ایناست.,OTH
@USER کثافت عوضی، چه کار می‌کنه با بچه، داره تمام عقده‌هاش رو سر بچه‌ی طفل معصوم خالی می‌کنه,IND
@USER @USER تو جاکش پدر لاشی که خودت ناشی از اشتباه حیوانی پدرتی گه نخور آخوند مادر قحبه,IND
@USER @USER آفرین درست حدس زدی، ما به حکومت برسیم مادر شما توله سگ های رانت خوار و غارتگر و سگ تروریست رو به خواهراشون پیوند میزنیم، به بدترین شکل ممکن.,IND
RT @USER: @USER @USER کسکش الان میرم عکس کونتو استوری میکنم=))))),IND
@USER @USER ای کیررررر خررر کس کش هر انی هرکی میخوره یدونه این کیر رو زیرش ولمیده,IND
@USER @USER اره مادر قحبه عین سگ دزد میاد اکانتم اسکرین میگیره در میره بی وجود =)))),IND
پاسخ به پنج سوال درباره مصاحبه با اتاق خبر  من و توو پاسخ به دروغهای تلویزیون من و تو درباره مبلغی که هرگز دریافت نکردم@URL,GRP
@USER @USER عزیز من ریدم تو اون دینت که تو سال ۲۰۲۰ از کنیز و غلمان و این کسشرا حرف می‌زنی. سرتونو از تو کون اون دین نکبت دربیارید ببینید دنیا کجاس شما کسمغزا کجا,GRP
اگر آتش زدن مراکز دولتی که فقط خسارت مالی به بار می آورد حکمش اعدام است پس آن دسته از مسئولان کثیف دولتی و حکومتی و قضات مفسدی که زندگی من و هزاران نفر را به آتش کشیده و نابود کرده و عامل صدها جنایت چون فقر و مرگ و بیماری روانی و جسمی عده زیادی شده اند حکمشان چیست؟ #اعدام_نکنید,GRP
RT @USER: پشم ریزون ترین حمایت، حمایت فرشاد محمدی مهر بازیکن ذوب آهن و استقلال بود #اعدام_نکنید درد و بلات بخوره تو سر امثال ژوله و پ…,IND
@USER رستورانهای ایرانی همه ادعای تمیزی و شیکی هم میکنند با اون سلیقه‌های داغونشون، ولی اتفاقا کثافت‌ترینند و بدکیفیت‌ترین و گران‌ترین. واقعا چند استثنا در کل دنیا فقط میشه پیدا کرد!,GRP
اتفاقا میخواستند دی ۹۶ کار روحانی را تمام کنند که بخاطر زیرکی و درایتش نتوانستند، ولی این بار خود همه دستورها را دادند تا روحانی بدست مردم ذبح شود... @URL,IND
RT @USER: تیمی که تو اوجش تو تبریز کونی ما بود و ۴ تا خورد، تو یه نیمه با سانتر به ما ۳ تا زده. همه کس باعث و بانیش رو گاییدم,OTH
پیام به ملت ایران درباره بحران آب و خشکسالی: عامل خشکسالی امروز ایران، فساد و مدیریت ناشیانه حاکمان است. اما این حکومت شیاد، ورشکستگی آبی خود را به گردن دشمن و زمین و زمان و عوامل اقلیمی می‌اندازد و به مردم بی‌گناه شلیک می‌کند.@URL,GRP
@USER @USER مثل سگ دروغ میگی، اگه رهبری صبح پنجشنبه تو جلسه درش دفاع نکرده بود از طرح بنزین همین تو و رفقای وحشی کثافتت که باعث و بانی اون کثافتکاری و شلوغ شدنا شدین یه نفرو سالم نمیذاشتین، به یکی بگو که خودش وسط اون گه کاریا نبوده باشه مرد ناحسابی، حتما نماز شبم میخونی ادعای مسلمونیم داری؟,IND
"\""بازداشت حسن عباسی پیغام روشنی برای توده حزب الله و منتقدین دولت دارد!  سیاست \""\""مُشتِ آهنین\""\"" هر چقدر هم سرشناس باشید سراغ شما خواهد آمد  حتی شما منتقدِ عزیز!\""",GRP
RT @USER: @USER خفه شو زنك خفه خون مرگ بگير دستات بكشنه سبيل فيك تخم جهود ببند در فاضلاب رو برو بمير رروور كسكش,IND
RT @USER: واقعا زیاده. همون یونجه کافی بود. @URL,OTH
RT @USER: بخواب کسکش,IND
@USER @USER @USER خوب کون چروکیده پیرتو سوزوندم. حال میکنم. مجید پیرزگ راستی بازم ریدم لای دندونای اون فاحشه عجوزه مادرت که سقط شده😛,IND
کوچکترین شکی ندارم که ایران تمام ابزار لازم برای بازسازی را دارد. در یک شرایط متعارف، میلیاردها دلار از طریق سرمایه‌گذاری و توریسم وارد مملکت می‌شود که به سرعت تولید اشتغال و درآمد می‌کند. ولی شرط اصلی، گذر از این حکومت است.نسخه کامل گفتگو با @USER:@URL @URL,GRP
@USER کونکشه کوندریده ی کونیه کیر تو سیبیله شب زیر پل خواب سگ بقل کن توییت فانه بفهم، کم کص بگو,IND
@USER شما گوه نخوريد، شما همون سگ زرديد كه برادر شغالِ,IND
@USER دقیقا همینه، ویدیویی که علینژاد گذاشته رو دیدی؟ زن واقعی اونه، اونه که حقشو میگیره نه این جنده های کس بوگندو که فقط نشستن تو توییتر کس میگن و مردا رو میکوبن,GRP
RT @USER: رابطه‌ای که مسالمت آمیز تموم بشه، هیچ وقت تموم نشده. کسکش جاکش کنید همو تهش.,IND
"\""اصرار روحانی و ظریف به ادامه‌ی روند مذاکرات به سبک۶سال گذشته رو نمیفهمم!  \""\""عقلِ دیپلماسی\""\""هم چنین روشی که صرفا ضرر به منافع ملی هست رو تایید نمی‌کنه چه برسه به روشِ انقلابی!  فرانسه‌ای که از بی‌تعهدترین کشورها در قراردادهای صنعتی و اقتصادی با کشورمان هست، حالا شده دلالِ مذاکرات!\""",GRP
@USER بزن شتکش کن بچه پررو رو,IND
RT @USER: اومده تو دسشویی میگه چه بوی گوهی میاد کسکش دسشوییه دیگ,IND
#خيارقلمى فكر ميكند اصلاح طلبى در ٢خرداد متولد شده. _اولين اصلاح طلب در صحنه دكتر صديقى وشاپور بختيار بود و بعد بازرگان. تا اندك اندك بچه هاى انقلاب امدند. زمزمه اهل علم و عشق هم معجزه در انداخت (سروش و مجتهدتبريزى). _٢ خرداد به همت نسل دوم، انفجار اميد بود.,OTH
@USER امریکاییه مزدور ، تولدت مبارک😂😂سال ۱۴۵۴ تولد بگیری تو تجریش .منم بیام با هم ویسکی بزنیم ، به ریش آخوندای پفیوز بخندیم، نگو نمیشه که کار نشد نداره,OTH
@USER تو دیگه چه عنی هستی!‌ مرتیکه بی کار. بار دیگر ثابت کردی که به گاو ها هم پی اچ دی میدن.,IND
@USER همانطور كه جمهورى چس لامى قلدر مابانه ٤١ سال است كه ماشه را ميچكاند و جوانان اين مرزو بوم را قلدر مابانه به خاك خون ميكشد و به زندان و بند اسير  خوب امريكا هم قلدر مابانه با پول و قدرت خواسته يا ناخواسته مكانيزم ماشه را براى جمهورى اسهالى زورگو  فعال ميكند  # ظلم نكن اخوند دوزارى,GRP
شرم بر تو باد__شرم بر هر پدر و مادری که لیاقت این نام هارو ندارد.__بچه دار نشید، وقتی میبینین همسرتون یک درصد انسان نیست صبر کنین! __اجازه نداریم  بچه را آلت انتقام خود کنیم.__#هر_شهروند_یک_داوطلب__#کودک_بی_پناه @URL,OTH
آماده‌ام؛ اگر سیمای ملی وقت کافی دهد، به تشریح این فرآیندهای مافیاپرور  و امضاهای طلایی فسادزا پرداخته و برای مردم توضیح دهم، چگونه دولت الکترونیکی راهکاری برای جلوگیری از فساد است و چرا دولت الکترونیکی آن گونه که باید پیش نمی‌رود. #گزارش_به_مردم,GRP
RT @USER: حرمله: شمر! ببین یزید حقوقمون واریز کرده شمر: آره  ریخته ،  یزید مثل مالک عوضی هفت تپه نیست @URL,IND
تو کوچه ما انگار عروسی ننه شونه! ساختمان بغلی تعمیرات شروع کرده و صدای پتک و دریل!  دو تا نوازنده دوره گرد با صدای بسیار بلند در کوچه دارن اغاسی می زنن و مردم بهشون پول میدن.  دوتا توله سگ هم دارن وسط خیابون فوتبال بازی می کنن.  #دیوونه‌خونه #روحانی_متشکریم  #کرونا  #کشتار_جمعی,GRP
@USER @USER @USER هر چقدرهم دروغ بگین همه میدونن که از روز اول مواضع من چی‌ بوده و هرگزتشویق به رای نکردم ! اینکه پخش شد که بهتر بود که ببینید به چه آشغال‌هایی‌ سروکار دارین !  در ضمن طبق قانون افکام ما اجازه نداریم اصلا که کسی‌ رو تشویق یا منع کنیم در اینجوری موارد ! اینجا ایران نیست قانون داره,OTH
RT @USER: @USER خایه نمیخواد_عقل میخواست که نزنه که خب نداره کسکش,IND
RT @USER: يادي آخر تو زِ ما كن كسكش,IND
@USER جلیل جون، این خط این نشون، جوری خدا ذلیلت میکنه که نفهمی از کجا خوردی...,IND
@USER کار؟! میگن شکم روحانی بهش گفته یه عمر تو کار کردی من خوردم حالا واسه جبران من کار میکنم تو بخور!,IND
محمد جواد اکبرین یک مزدور سعودی است که از دولت سعودی پول دریافت کرده. برایش تله گذاشتم تا مرا به دادگاه بکشاند تا بتوانم شاهدان را احضار کنم و یکی از قدیمی‌ترین شبکه‌های مزدوران سعودی (اکبرین، ایلیا جزایری و علی مهتدی)‌ را یک جا رسوا کنم ولی هرگز نامه‌ای از وکیل او دریافت نکردم. @URL,GRP
@USER @USER @USER الان از گرسنگي گوه پهلوي ر ميخوري يا شغلت دومت گهخوريه؟؟ شغل اولت هم كه خوردن تخمهاي رهبر و نوچه هاشه، جنده چهل پدر,IND
RT @USER: پارسال در چنین روزهایی فاجعه ساختمان #پلاسکو و امسال نفتکش #سوچی. با چنین مسئولین با کفایتی منتظر بعدیش هستیم,GRP
ببینید مصلحی دیگه چه جرثومه‌ای بوده که اطلاعات سپاه کنارش فرشته به نظر میومده!,IND
@USER همون کسکش خر و میگی ؟,IND
مارکوس فاکینگ راشفورددددددددددد @URL,IND
یکی میگه چرا حب الحسین نزدی، یکی میگه خودشی ، یکی میگه تو ماله نکش، یکی میگه تو براندازی نکن، خداییش خودتون از این حجم برداشت اجق و وجق از من خسته نمیشید:))) من که در نهایت کار خودم رو میکنم;)#زنده_باد_ایران,GRP
چرا جوانی که دوره دانشجویی (بقصد اصلاح، گیرم با تحلیل اشتباه) فعالیت سیاسی داشته‌ از #حق_تحصيل محروم می‌شود؟ ولی مدیران دزد و رانت‌خوار، با پرونده‌های‌ باز فساد، یکی یکی، از دکتراهای دروغینشان دفاع می‌کنند؟ آقای روحانی! یا گزینش را تعطیل کنید یا خانواده خودتان را هم گزینش کنید,GRP
RT @USER: وای خفه شو کسکش,IND
همه اینایی که افتادن به جون مهراب قاسم-خانی هفته دیگه فالوش می-کنن تازه موس موسش هم میکنن٬ نشناختن هنوز با کی طرفن٬ فکر کردن اون کوتاه میاد:)),GRP
به اصلاحطلبا بگی گه نخور ناراحت میشن، بالاخره گه خوری جز منابع درامدشونه,GRP
@USER کس مادرت خایمال ننه کیر دزد,IND
@USER @USER بیا برو کیرم تو کس خار مادر جندت کسلیس بدبخت زگیل میگیره دهنت نلیس انقد خودتو واسه یه کس خارو خفیف نکن 🤭🤭🤭🤭,IND
ریدن این حرکت ازینجا مشخصه که طرفداراش کشته شدن یه لات بی سر و پا رو دستاورد خودشون میدونن,IND
@USER تو خودت تو شبکه مشابه با سرمایه گذار مشترک مجری/داور بودی پس زر نزن! همه از جیب بن سلمان میخورید! #مريم_رجوی #اینترنشنال و تو همه با هم گه خور هستید,OTH
@USER @USER اره کس دختر شاش قاسم,IND
چقدر نمک نشناسیم. ترامپ با اینهمه گرفتاری، مدام به فکر گرانی مرغ، فساد، آلودگی هوا و گرسنگی مردم ایران است. معاون و مدیرانش را فرستاده ورشو تا مصیبتهای مردم ایران را برای متحدان هم تشریح کنند. حتی وکیل خوشنامش جولیانی را فرستاده تا رایگان، به مجاهدین درس ایراندوستی بدهد. شرمنده,IND
@USER @USER حرومزاده اونا اعدام شدن چند روز پیش این 3 تا سال 89 نهایت 16 سالشون بود بفهم بی پدر مزدور ورق برمیگرده یه روز و دست مردم بهتون میرسه!!!,IND
@USER @USER اخه اقای خبرنگار خاورمیانه داره مهمل و جفنگ میگه، امارات و اسراییل از سال ۲۰۰۳ اجلاس IMF تو دبی که اسراییل هم شرکت کرد دارن قدم قدم روابط سیاسی و اقتصادی شون رو درس میکنن، اون قضیه زمین و اینا هم برای خر کردن فلسطینی های ساکن امارات و gcc هست,GRP
RT @USER: کیرم تو این استاد کسکش که واسه یه درس تخمی مارو از زیر پتو کشید بیرون، سگ دانشگاه نیست,OTH
تو فیلم ندیمه (اون کره ایه) یک مردک گوز به ریش دوزاری ای با عقایدی شبیه به همین بود که آخرش زنهای فیلم گرفتن چوب تو آستینش کردن گفتن حالا میل خودته میخوای لذت ببر میخوای نبر! @URL,IND
RT @USER: @USER به امید خبرواجبی خوردن یا خودکشی کردنش/ کسکش اعتصاب غذاهم نمیکنه؟,IND
RT @USER: @USER کسکش نشو :)),IND
"RT @USER: یکی از روضه‌های مطلوب و مردم‌پسند اینه که ""بدبختیم چون در خاورمیانه هستیم. خاورمیانه لعنتی. نفت لعنتی. جبر جغرافیایی."" ولی پی…",OTH
@USER خودت ابلهی که سرتو کردی توی برف و خودتو به نفهمی زدی یا شاید هم واقعا نفهم و بیشعور هستی.,IND
@USER کس کش ما خودمون از گدایی زارت زدیم .. اونوقت تو کس کش بیشرف بی ناموس برای SEX میخوای به اسم بهداشت بدی اون ور که روغن بنفشه بکنی به کس ننت,IND
@USER شریعتمداری در حال توطئه و تلاش برای گرفتن کمک از سیا بود برای کودتا و پسرش هم واسطه بود، ولی ظاهرا سیا نهایتا کمک نکرد بهش.__@URL,IND
@USER @USER @USER ترامپ بد جوری فلان جاتونو فشار داده! از اون ضحاک تا گنده لات هاتون و خرده انگلهايی مثل تو، همه دارين زوزه ميکشين. دستتون به اسراييل نميرسه مثل سگ از دور واق واق ميکنين. امريکا که نزديکتونه. برين نابودش کنين ديگه. #نوید_افکاری  #اعدام_نکنید  #ازادشان_کنید,GRP
مهمترین ابزار دخالت استعماری بریتانیا در ایران  BBC است که روزانه نفرت از خود و از ایران را تزریق و با تحریک گسلهای قومی/جنسیتی/مذهبی بنیانهای همبستگی ملی را کلنگی میکند. چرا حکومت ایران از شورای حقوق بشر نمیخواهد مانع آزار روانی و احساسی ۸۰میلیون شهروند ایرانی توسط بریتانیا شود؟ @URL,GRP
@USER حسین رزاق ناموس نداشته تو گاییدم دهن میر چوسین تو گاییدم. مادرجنده ی بیناموس. کیرم تو ریش های تخمیت عن اقای خارکسه,IND
RT @USER: @USER @USER اونقدی که رو بگا دادن این ملت کسکش کراش زدم رو کص الکسیس نداشتم,GRP
نه تو جنده‌ی نظام مردسالاری هستی کیان پفیوز تو گفتی همه زن ها باید تو آشپز خونه بمونن و آشپزی کنن کثافت,IND
@USER مثل کون اسراییلی لیص زدم کس ننت،  کس خالت،برم تو کیر شوهر خالت که زده کس خالت رو به شش قسمت کرده. با عرض سلام کس عمه ات؛  بروم تو کیر شوهر عمه ات که کس عمه ات رو هم به هفت تا قسمت کرده. با عرض سلام؛ بییا شرت و کرست خواهرت رو از علی محمدی بگیر؛ راستی با عرض سلام ویژه مادر جونتتت،,IND
@USER متجاوزتر و کثیف تر از این خانوم با آن پست اینستاگرامی زرد،دو پهلو و مبهمی که خیلی ها را در مورد کیارستمی به اشتباه انداخت وجود نداره این آدم انقدر کثیف که حتی از اشاره به لیوان شراب کیارستمی هم نگذشت و یه مشت ادعاهای که امکان راستی آزمای آنها با توجه به نبود کیارستمی وجود نداره,IND
RT @USER: @USER فشار اومد بهت کسکش,IND
@USER تو هم نژادپرستی چون گه رو که رنگ هندیاس چیز بی‌ارزشی میدونی. درصورتی که من به یه هندی بگم گه اصلا توهین نکردم. گه غذای معنوی کشاورزی است.,GRP
@USER تو کون خر تشریف دارن، شاید هم طبق معمول در حال ارتزاق از خایه آخوند,OTH
تعجب نکنید این صفحه شخصی کسی نیست بلکه صفحه اول سایت روزنامه رسالت ارگان اصلی جناح بازارست. با عکس زیبای سردبیر جدید. اصلا دیده اید در دنیا سایتی به این خوش سلیقگی؟ @URL,GRP
دوچرخه سواری بلد نبودم  اولین باری که سوار شدم با رفیقام بودیم یجایی سنگی  آقا این کسکشا مارو شیر کردن سوار شو منم خنگ سوار شدم نیم ساعت فقط :|  بعدش تا یه هفته نمیتونستم راه برم حس میکردم بیضه هام زیر نافمه اینقدر دردناک 😐,GRP
من ربات نیستم حرومزاده سگ پدر. تا کی میخواید مثل کبک سرتونو بکنید تو برف و واقعیت رو نبینید. #اعدام_نکنید,IND
@USER بذار لقب اجدادشون رو به من بدن  توی این ۲.۵ سال که توییترم بدترینها رو شنیدم  این جوجه و فیکاش که عددی نیستن!  دیشبم یه نوازشی بهش دادم  گفتم بهش علی سیستانی رو نشناختی یقتو بگیرم ول نمیکنم,IND
@USER دزدی کردن خاوری تقصیر کانادا نیست! ایران هم بود دزد بود. اما اقامت دادن به دزدها باعث میشه دزدی در کانادا هم بیشتر بشه.,IND
فاجعه دردناک جان‌باختن کودکان زاهدانی را به خانواده‌های‌شان تسلیت می‌گویم. متاسفم که مدارس ایران -دارنده دومین ذخایر گازی جهان- با چراغ نفتی گرم می‌شود و در مقابل، ثروت ایرانيان صرف تروریسم و جنگ‌افروزی می‌گردد. ⁧#ایران_را_پس_میگیریم ⁩تا ثروت کشور صرف امنیت و رفاه کودکانش شود. @URL,GRP
@USER یعنی هواپیما رو زدید هنوز عامل نه مشخص شده از نظر شما نه محاکمه شده روزنامه هارو که خفه کردید معترضین به حادثه روهم زندانی کردید .هیچ کس هم حق حرف زدن نداره؟ دیگه شما از نظر حکومت به استالین برق وصل کردین لعنت به حکومت فاسد و ظالم جمهوری اسلامی,GRP
